OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Weak foot,Skill moves
65,73,64,63,66,24,60,74,72,65,65,69,58,58,59,59,62,67,66,61,62,67,66,63,64,67,59,19,54,22,20,22,66,68,60,49,3,3
65,52,46,59,57,65,71,45,57,52,38,58,51,47,42,60,59,33,61,64,43,52,55,64,60,62,69,66,66,68,63,62,67,68,74,67,3,2
65,71,63,53,61,31,71,66,75,72,64,65,61,51,66,50,59,46,55,46,56,60,56,54,58,65,66,26,64,31,27,24,75,51,75,84,3,2
65,74,28,50,60,64,74,71,77,34,23,40,24,28,38,51,32,24,64,55,28,55,67,66,63,63,54,63,61,63,68,63,79,82,77,56,3,2
65,71,63,51,65,29,71,68,73,63,64,68,56,58,60,45,58,39,60,36,38,66,64,62,62,66,59,28,66,26,22,20,75,67,74,65,3,2
65,75,36,55,62,60,62,79,71,47,31,47,36,27,34,64,46,34,60,53,44,62,66,73,60,59,60,61,49,59,63,58,64,73,57,60,3,2
65,73,66,51,65,36,59,75,72,66,67,72,61,55,55,42,55,36,58,47,49,65,70,72,63,64,62,33,60,30,38,29,72,63,61,48,4,3
65,70,36,52,59,64,69,71,70,49,24,67,32,28,36,58,39,35,59,52,47,57,64,57,60,59,62,63,63,63,64,65,76,64,71,68,3,2
65,73,59,55,69,38,56,72,73,65,62,62,54,53,46,50,63,36,60,47,45,70,70,67,60,68,65,44,35,40,35,30,54,67,58,38,4,3
65,56,45,56,59,64,70,53,58,52,44,50,42,40,46,42,55,40,66,62,48,59,53,49,60,61,65,63,65,64,65,62,70,67,73,65,3,2
65,71,61,61,67,35,55,71,71,65,61,66,61,50,53,54,63,55,66,60,56,66,71,70,65,68,58,41,48,32,32,24,60,71,58,27,3,3
65,69,32,54,60,65,70,65,72,53,28,31,36,33,30,45,48,27,66,61,40,59,61,51,61,61,59,64,63,65,67,62,73,69,73,62,3,2
65,73,41,57,59,61,59,76,70,66,32,49,48,39,42,55,53,38,65,57,42,58,62,82,61,57,54,62,61,60,61,64,68,72,53,57,3,2
65,74,59,61,65,35,55,75,73,62,65,56,54,49,45,54,68,38,67,61,48,67,71,69,59,62,55,35,41,34,35,36,54,60,54,52,3,3
65,81,61,58,69,31,49,85,78,61,60,62,63,53,59,61,63,41,59,48,57,70,80,83,59,64,63,27,51,28,31,31,62,60,46,38,3,3
65,67,64,52,66,37,63,68,66,66,65,66,63,62,52,44,47,39,67,43,45,66,65,59,60,71,56,40,62,33,32,29,69,66,64,53,3,2
65,76,60,59,68,34,52,73,79,59,65,59,51,56,56,61,57,44,64,52,55,69,70,69,60,67,60,34,47,36,29,34,57,60,53,39,3,3
65,46,46,61,64,63,69,51,41,49,35,58,56,54,55,57,61,49,65,63,56,63,66,69,64,64,70,65,57,66,61,60,71,72,68,67,3,3
65,68,62,47,63,26,83,66,69,67,64,64,55,58,59,32,58,33,55,38,42,62,65,65,63,63,65,23,67,20,23,19,81,80,86,78,3,2
65,78,60,61,66,27,57,80,76,63,61,60,61,55,49,58,64,56,63,60,62,62,84,89,63,64,58,23,37,25,28,30,58,60,57,55,3,3
65,63,37,56,56,64,73,65,62,30,32,55,33,33,46,52,53,36,64,56,45,50,58,57,59,62,68,64,70,63,64,62,75,80,72,64,3,2
65,74,65,56,67,26,61,75,74,66,67,65,59,65,60,53,53,40,65,50,56,68,72,76,61,65,56,19,56,15,29,30,72,59,69,40,2,3
65,70,40,56,63,62,58,67,72,59,28,51,48,56,41,64,45,56,58,53,53,62,65,61,64,66,54,63,53,61,66,63,61,54,59,61,3,2
65,70,27,54,58,62,78,68,71,35,21,40,24,25,38,57,48,25,61,54,41,59,62,55,56,56,56,62,61,61,64,61,79,78,84,61,3,2
65,69,64,61,68,22,65,77,62,63,66,70,58,56,55,59,60,58,64,59,56,69,68,59,64,70,64,15,59,19,17,19,77,63,72,47,4,2
65,62,46,60,68,60,53,63,62,66,52,40,38,28,41,70,58,32,63,58,48,70,63,71,69,67,56,65,42,62,62,58,48,61,52,48,2,2
65,68,32,52,59,62,76,60,75,47,27,44,25,32,33,60,46,25,55,55,44,59,56,61,56,59,60,63,65,61,61,64,78,70,83,65,2,2
65,67,35,50,59,63,75,61,71,43,28,58,28,35,35,42,47,28,60,57,32,52,72,69,60,63,54,63,63,61,64,63,77,67,82,68,4,2
65,82,61,47,66,26,67,80,83,62,64,63,55,57,56,33,51,30,58,40,41,64,86,77,58,65,49,15,64,30,18,19,81,64,72,53,3,2
65,58,64,54,65,38,70,71,47,69,65,68,59,59,59,42,57,36,62,56,39,66,68,60,63,65,66,36,64,34,36,36,74,74,68,69,3,3
65,74,63,49,63,30,70,71,77,64,64,69,58,58,58,42,50,40,55,47,54,63,67,59,59,64,58,31,63,22,28,25,80,64,78,54,2,2
65,79,59,59,70,29,53,80,79,62,60,58,56,54,58,62,64,49,59,52,62,69,74,76,55,72,62,26,39,29,28,27,53,36,63,48,5,4
65,79,64,49,57,26,74,76,81,67,68,67,52,62,62,40,55,34,57,41,36,53,71,56,60,57,66,20,66,20,23,22,85,72,82,55,3,2
65,73,37,54,60,60,65,70,76,46,36,42,31,32,42,63,36,52,61,54,52,60,58,65,55,61,49,56,55,58,64,63,66,73,63,58,2,2
65,79,62,55,62,27,64,78,79,63,65,62,61,59,50,56,55,45,59,46,54,62,66,63,62,63,54,18,61,22,26,24,82,55,76,41,4,3
65,57,46,60,61,62,63,54,60,43,43,57,43,40,54,47,55,47,70,70,47,62,59,64,63,62,46,63,59,61,66,58,62,67,62,60,3,3
65,82,28,50,62,59,68,81,82,50,24,26,31,25,36,58,38,30,58,45,36,61,71,69,59,63,46,60,55,57,60,63,81,64,77,49,3,2
65,76,60,59,66,29,58,76,76,64,55,67,63,62,66,61,58,39,64,56,55,67,68,64,58,67,56,23,47,24,31,34,66,65,65,30,3,3
65,58,42,59,58,61,70,61,56,53,34,57,44,38,48,46,58,37,69,65,43,57,56,43,59,63,64,62,63,56,65,59,72,66,72,67,2,2
65,80,29,61,68,56,54,81,79,58,22,44,23,22,39,63,47,34,68,67,63,69,80,77,62,66,49,53,52,56,59,55,57,76,43,53,2,2
65,77,62,60,66,23,60,75,78,65,62,66,62,62,51,61,56,51,65,59,56,65,69,74,59,66,61,22,48,21,21,15,63,66,61,51,3,3
65,55,53,67,69,47,57,54,55,62,52,51,54,57,62,61,70,65,69,66,63,68,71,71,68,69,72,54,55,47,43,37,50,54,59,59,4,4
65,59,66,51,59,30,83,53,64,66,70,66,61,57,62,43,48,64,58,46,53,60,54,57,58,60,62,31,68,26,25,19,86,77,89,77,3,2
65,71,64,50,61,33,69,65,76,65,64,70,61,60,52,45,52,41,57,43,48,61,61,56,62,63,60,29,66,28,32,23,74,63,73,66,2,3
65,50,47,55,56,64,76,47,52,46,43,58,45,38,60,57,42,56,59,60,54,53,58,70,65,54,60,64,66,65,64,63,79,81,77,68,3,2
65,72,39,55,61,61,60,70,74,56,45,32,30,30,34,64,49,32,58,52,52,56,71,77,59,64,57,62,62,61,61,58,67,74,58,47,2,2
65,84,58,60,67,37,42,83,84,56,56,62,62,49,54,63,59,62,60,52,65,65,91,84,59,62,62,30,38,43,39,30,45,66,31,40,3,3
65,48,52,66,65,56,61,64,34,57,45,55,71,39,40,66,63,58,69,68,52,65,61,62,64,69,59,59,29,58,61,52,47,65,56,74,3,3
65,77,66,52,67,24,62,78,76,66,67,67,63,63,67,48,52,40,59,42,54,65,79,76,66,64,61,16,61,19,19,30,71,70,56,64,3,2
65,65,42,57,62,60,62,68,63,63,37,46,44,38,49,63,46,40,63,62,43,61,66,56,63,63,53,58,57,58,64,63,63,74,58,58,2,2
65,65,61,65,68,34,55,65,65,63,64,62,55,52,51,61,68,60,67,61,67,70,66,70,61,66,66,30,39,36,30,40,50,64,55,44,3,4
65,57,38,59,63,63,68,56,58,53,32,50,35,28,44,56,57,36,66,61,45,61,59,74,62,65,62,66,55,65,62,61,62,74,65,68,3,2
65,74,35,57,59,60,63,75,73,53,38,31,30,29,40,66,46,38,63,58,44,57,72,60,55,59,50,56,53,60,63,62,66,80,60,46,2,2
65,57,46,59,58,64,64,54,59,49,41,58,47,32,46,48,63,45,65,61,46,55,62,50,63,64,51,64,58,64,66,64,63,63,66,60,3,2
65,57,48,63,62,57,61,56,58,56,48,50,47,33,46,48,68,45,70,69,48,59,59,63,64,67,65,63,52,49,63,56,59,62,64,54,2,2
65,67,66,63,66,40,45,65,68,65,68,67,64,56,64,71,60,67,63,56,66,69,78,74,58,61,52,44,54,44,32,27,49,64,42,27,2,3
65,82,56,60,70,24,55,81,82,65,60,54,48,53,50,58,61,52,64,57,60,68,87,82,57,68,58,19,52,20,24,21,61,77,48,45,3,3
65,38,58,58,57,66,70,36,39,63,58,64,57,46,52,49,62,51,62,61,52,55,49,65,68,60,62,67,66,69,63,59,64,71,72,63,3,2
65,43,55,67,66,57,59,39,47,68,49,70,51,47,64,59,70,57,72,70,62,66,65,67,68,67,63,59,49,58,56,58,49,66,60,49,2,3
65,61,64,64,67,32,59,69,55,61,65,66,64,61,57,52,61,60,70,68,71,66,76,57,59,68,68,18,51,32,40,15,63,60,62,50,1,3
65,70,36,54,67,62,58,72,69,53,29,46,35,31,44,59,43,39,61,51,53,69,63,78,60,66,50,61,54,63,64,61,60,68,53,55,3,3
65,61,43,50,59,63,71,62,60,28,38,64,40,34,45,32,53,23,62,58,34,56,56,70,62,61,64,61,66,60,66,62,74,65,74,68,2,2
65,77,57,59,69,30,55,77,77,61,55,67,49,54,62,60,62,39,61,56,54,70,75,65,62,68,58,31,44,25,30,28,59,62,58,37,3,3
65,67,36,51,58,64,71,68,67,40,30,53,31,28,53,42,49,38,59,58,40,55,67,57,61,58,59,62,66,64,64,63,76,65,75,67,3,2
65,71,36,51,54,64,71,68,73,39,31,49,37,33,34,52,40,27,62,54,38,47,63,59,64,58,55,65,65,61,66,64,72,80,69,64,2,2
65,69,60,63,67,34,54,68,70,55,61,60,60,57,52,49,68,51,69,67,63,65,73,72,57,69,67,29,43,31,35,36,49,61,50,54,3,3
65,62,56,66,64,50,49,63,62,58,49,63,59,55,70,63,67,63,70,66,58,63,63,68,63,67,58,52,49,55,46,44,45,73,41,42,3,3
65,68,42,57,65,62,53,71,66,40,40,51,39,36,36,60,50,42,62,55,50,62,75,84,64,64,56,63,36,64,66,64,42,70,41,65,3,2
65,73,66,51,67,33,57,75,71,68,68,68,60,59,59,42,54,47,57,48,45,66,79,80,62,65,62,28,56,28,35,31,66,58,56,57,3,2
65,75,62,60,66,30,54,75,75,63,68,55,59,52,53,61,62,47,64,53,47,68,70,67,59,65,57,32,49,38,19,15,61,53,55,50,3,3
65,66,61,62,74,40,43,70,62,64,61,61,63,59,51,59,59,53,68,54,74,76,91,83,55,70,65,48,42,31,41,44,40,47,35,57,2,3
65,77,65,55,71,24,54,78,77,68,68,66,61,55,60,58,54,41,61,45,52,71,76,75,68,71,55,20,48,20,23,19,53,65,43,70,3,2
65,80,60,60,67,25,54,81,80,58,61,61,58,55,57,59,61,57,61,59,61,65,84,71,56,65,63,20,40,30,20,20,50,73,44,57,4,3
65,66,60,62,67,40,51,63,69,67,61,61,58,55,54,60,65,53,65,60,60,65,77,84,62,66,63,33,39,37,46,43,43,64,46,47,3,3
65,76,60,59,66,29,56,75,77,66,64,64,56,38,49,64,56,38,63,60,44,67,67,75,54,65,56,16,62,30,27,24,69,71,56,34,3,3
65,74,64,50,64,23,71,75,74,65,65,66,59,62,59,38,54,48,57,41,55,63,70,68,62,64,62,23,63,18,17,11,78,82,72,55,3,2
65,78,40,50,61,58,59,80,77,64,38,40,42,31,42,58,43,36,54,47,36,57,79,76,64,58,51,67,44,52,61,58,54,77,49,63,3,2
65,74,65,54,68,21,64,77,72,64,63,72,62,64,70,42,61,43,63,41,58,67,77,80,61,67,58,19,57,19,14,16,74,73,70,35,3,3
65,64,62,55,65,38,62,65,64,66,64,65,59,60,50,50,54,37,65,50,45,63,68,64,65,67,65,41,66,15,46,45,70,54,64,64,3,2
65,72,61,58,67,21,67,74,71,64,65,63,51,58,64,54,62,32,61,65,49,67,76,67,59,67,65,18,62,18,15,14,82,59,82,38,4,3
65,63,62,46,58,37,80,57,67,64,65,64,57,58,57,28,51,35,55,51,38,59,34,51,62,64,61,35,69,35,30,31,81,67,92,66,3,2
65,58,44,59,58,65,62,59,57,56,40,49,44,42,43,58,55,40,66,63,45,55,50,72,65,62,48,66,50,68,66,61,59,64,61,64,3,2
65,76,36,56,63,56,59,80,73,55,28,46,41,26,34,63,56,38,60,48,48,64,65,72,59,62,57,58,48,57,57,55,57,91,47,50,3,2
65,80,54,58,67,28,59,83,78,56,52,56,54,52,59,65,56,48,57,54,58,66,82,69,63,65,57,26,53,29,23,21,57,73,52,59,3,3
65,83,60,47,67,18,71,79,86,63,64,66,47,47,61,26,48,35,61,51,34,67,72,67,60,66,66,18,62,11,14,11,83,50,80,71,3,2
65,60,36,57,62,65,66,63,58,47,32,45,33,33,33,60,44,39,65,58,53,64,59,55,64,62,60,64,63,65,65,64,69,64,68,63,3,2
65,52,45,55,59,65,70,50,54,55,42,57,40,36,40,40,53,44,64,62,48,58,50,58,64,62,56,68,57,65,65,63,65,68,74,63,3,2
65,82,61,55,68,26,54,84,80,67,63,64,57,48,51,54,61,42,58,45,57,67,78,74,64,66,60,18,41,22,28,30,60,52,55,53,3,3
65,71,63,52,67,52,41,71,71,68,66,62,61,56,57,47,49,40,65,40,38,65,66,81,68,68,59,48,64,45,60,40,56,35,36,55,2,3
65,35,59,62,64,65,61,34,36,62,59,61,61,42,48,53,61,51,71,68,41,65,57,43,57,71,62,62,72,61,72,51,66,50,70,51,3,2
65,60,36,54,59,62,74,61,59,57,34,33,36,32,42,62,41,36,59,55,45,57,62,63,65,59,56,63,60,61,63,62,71,84,73,67,3,2
65,62,43,54,59,62,65,67,57,48,35,67,33,48,48,65,42,38,61,38,70,57,56,58,55,65,57,59,65,55,68,65,70,68,64,63,2,2
65,34,57,64,57,61,72,34,34,59,50,69,62,44,53,55,65,65,68,64,61,56,34,55,63,65,56,63,64,61,59,58,65,69,76,67,3,2
65,73,61,44,62,30,75,70,75,58,61,72,55,60,50,31,47,30,57,33,44,60,64,63,59,66,52,21,74,28,28,20,87,73,83,53,5,3
65,84,62,54,66,22,57,83,84,58,66,63,59,44,46,58,55,35,56,52,52,65,71,73,63,66,56,23,48,26,11,17,66,64,58,43,3,3
65,73,31,51,63,61,66,70,75,53,29,35,28,26,31,64,42,29,57,43,48,61,67,81,58,64,47,59,47,62,64,65,61,72,66,58,2,2
65,55,41,56,60,63,70,56,55,41,35,62,33,29,51,44,55,44,65,60,50,57,59,55,65,64,60,63,62,64,64,61,70,68,73,66,3,2
65,63,66,62,65,34,55,60,65,70,67,68,64,57,63,63,59,59,65,60,57,66,66,62,59,65,55,31,65,31,30,31,65,67,58,31,4,3
65,75,65,55,67,29,54,79,71,65,66,74,52,68,59,64,47,43,57,52,54,67,73,69,60,67,63,21,46,27,32,26,62,69,55,32,4,3
65,80,56,61,63,30,55,83,78,62,62,52,50,38,53,59,65,48,65,58,55,62,86,75,57,59,49,29,53,24,30,28,65,61,51,53,4,3
65,68,64,49,61,27,76,65,70,65,65,69,60,56,57,45,52,36,54,43,52,62,63,47,60,61,66,22,65,25,21,19,71,66,85,66,3,2
65,71,37,53,60,62,62,72,70,62,33,42,34,31,43,57,46,33,58,53,46,62,62,64,60,58,49,62,52,62,64,63,65,73,61,51,3,2
65,69,57,67,68,45,39,69,69,58,54,62,57,55,61,62,68,56,70,68,63,67,60,89,64,69,67,31,53,40,52,55,48,43,35,41,3,3
65,72,68,56,69,32,48,76,68,68,72,69,67,54,52,57,64,43,57,44,52,69,67,80,65,68,68,18,48,18,48,35,51,61,39,51,3,4
65,60,66,66,65,34,53,56,64,65,65,70,69,50,60,66,66,70,65,66,73,64,64,67,66,66,63,31,52,36,30,29,56,55,57,41,2,3
65,66,29,55,61,62,71,65,66,56,21,45,22,28,37,64,41,41,60,53,55,61,58,64,58,62,52,62,59,61,62,63,67,77,66,75,3,3
65,65,39,53,55,65,67,60,69,36,36,46,41,41,39,40,40,41,66,62,44,51,60,51,62,61,48,66,63,64,65,63,69,68,69,60,3,2
65,64,62,59,67,40,52,66,63,64,65,61,63,49,47,54,64,39,63,61,54,68,70,69,56,68,59,42,43,46,33,32,46,61,48,52,4,3
65,78,53,62,67,37,47,79,77,55,57,56,43,44,55,54,62,42,68,64,62,65,83,82,59,65,64,29,42,39,38,37,52,57,45,40,4,3
65,67,38,56,59,62,62,65,69,46,36,43,38,30,33,62,47,35,61,55,58,59,55,62,60,62,54,60,61,61,63,62,67,67,60,57,2,2
65,53,42,54,58,64,73,56,50,43,40,48,42,33,40,39,53,30,66,60,30,53,61,70,56,65,46,61,56,64,68,65,70,60,79,74,3,2
65,72,56,59,65,36,56,75,70,66,57,54,59,45,45,61,64,38,62,53,58,64,68,66,63,66,65,43,32,34,36,36,54,55,57,57,3,3
65,74,57,60,66,29,58,76,73,58,59,59,52,52,62,66,59,46,63,56,53,64,80,76,57,66,55,21,45,30,27,33,64,69,60,36,2,3
65,68,34,51,60,66,65,69,68,37,27,52,31,34,39,49,36,30,61,63,37,60,61,62,60,61,52,71,70,62,65,62,73,67,66,57,3,2
65,54,44,63,63,62,58,53,54,58,35,57,50,39,41,54,64,33,72,68,49,62,56,56,64,70,56,62,60,60,66,62,57,60,53,66,3,2
65,69,59,66,67,32,51,68,69,62,60,59,60,50,60,65,65,62,69,65,61,69,67,65,54,67,60,25,40,33,32,33,48,66,50,35,3,3
65,68,64,59,70,29,54,72,65,60,66,68,63,53,55,62,58,58,61,49,59,70,81,82,66,68,59,41,45,23,26,18,53,65,48,54,3,3
65,71,66,52,62,26,66,70,71,67,66,71,61,58,63,36,59,52,58,51,47,61,63,62,64,63,55,23,64,17,25,22,72,61,69,64,4,2
65,66,30,58,61,62,66,68,65,52,28,32,25,33,44,61,51,31,67,54,56,59,61,61,58,64,65,61,52,61,66,63,64,73,67,55,2,2
65,71,61,62,71,24,54,72,70,60,63,60,57,61,56,60,65,55,65,57,57,72,77,73,52,68,77,21,37,18,28,26,50,69,50,47,4,4
65,55,43,56,59,64,66,53,57,53,40,55,42,26,31,46,58,30,65,64,30,52,64,66,64,63,66,66,61,66,62,61,65,57,68,74,3,2
65,72,65,44,65,29,68,66,76,65,66,67,61,60,63,32,44,41,54,32,54,62,72,64,62,66,66,16,65,40,18,14,83,72,74,44,3,2
65,76,65,57,68,29,48,79,73,57,65,72,66,52,54,55,59,52,61,48,67,69,77,71,55,67,53,24,33,27,32,35,45,73,41,36,3,3
65,70,65,52,63,22,71,67,72,66,65,69,62,57,63,50,46,37,61,44,53,62,62,60,64,64,63,17,61,20,17,14,68,64,80,59,3,2
65,64,40,48,58,65,68,60,67,45,46,36,24,45,46,45,56,34,52,42,36,61,46,46,51,62,56,56,71,65,69,69,77,66,71,61,3,2
65,72,60,63,68,31,49,74,70,61,58,72,58,52,52,64,60,47,66,60,68,68,78,68,55,68,63,31,35,29,34,24,51,49,52,40,4,3
65,74,61,59,67,29,53,72,75,64,61,67,58,53,55,60,60,52,61,54,60,71,66,59,55,66,58,25,53,26,30,21,67,40,64,37,3,3
65,77,63,58,67,26,52,77,77,66,65,65,60,62,54,61,57,55,61,53,54,66,78,67,64,65,62,19,56,18,29,23,69,54,58,31,2,3
65,69,56,65,68,33,51,72,67,64,57,55,54,48,62,64,67,50,68,62,61,68,76,74,60,67,63,29,39,35,32,31,52,60,53,36,2,3
65,59,65,58,67,27,66,53,64,60,66,65,64,54,72,55,54,40,65,60,39,70,52,63,56,71,57,19,71,26,21,24,75,55,73,59,3,2
65,72,56,58,65,31,60,73,71,61,67,48,45,47,45,56,60,46,61,55,49,68,66,48,59,65,56,26,41,29,34,30,58,66,61,52,3,3
65,68,43,61,67,53,50,67,69,52,40,48,46,34,37,38,66,32,75,71,43,69,64,73,56,70,45,64,63,43,54,52,55,62,42,52,3,3
65,71,64,56,63,28,60,72,70,66,67,66,57,63,65,55,57,62,57,48,59,62,71,60,62,61,64,23,63,23,26,24,74,58,69,36,4,2
65,71,64,48,61,32,66,72,70,64,66,70,55,56,61,31,55,35,53,50,51,58,68,60,57,64,61,28,76,27,29,22,76,61,70,60,4,2
65,67,32,54,59,61,69,70,64,58,27,40,29,35,36,59,45,29,62,54,43,55,67,72,57,61,63,60,61,59,63,61,70,80,66,63,4,3
65,58,57,68,70,46,43,70,49,60,58,63,52,49,50,66,66,61,71,66,66,68,80,85,60,69,66,41,39,49,50,41,41,64,39,29,3,3
65,75,63,52,66,23,63,78,73,65,66,64,57,59,67,48,55,43,57,44,52,64,78,71,61,65,64,22,67,17,16,18,77,64,64,57,4,3
65,73,64,55,66,24,60,72,73,66,67,63,63,56,43,53,56,42,60,48,53,67,67,57,65,67,58,18,57,26,18,16,70,65,66,37,3,3
65,69,39,50,53,65,66,68,70,36,38,40,43,36,40,39,38,42,63,57,41,44,66,65,65,56,61,66,59,66,67,64,68,69,65,64,3,2
65,40,53,56,54,65,73,44,37,45,47,66,55,56,56,46,53,43,63,66,51,53,39,56,64,56,68,65,64,67,64,64,66,74,74,70,3,2
65,62,62,44,60,35,78,64,61,71,61,70,50,64,71,27,48,33,60,37,22,57,64,63,65,60,67,42,67,27,30,29,81,75,87,56,2,2
65,60,42,52,50,63,74,54,64,41,33,62,45,33,39,42,49,42,59,57,40,49,50,45,60,50,52,64,64,62,64,59,75,57,85,66,3,2
65,72,66,59,64,22,58,73,72,69,69,55,69,65,63,51,64,49,64,57,49,65,69,67,56,61,61,10,64,22,18,19,74,62,66,30,2,3
65,75,61,58,70,24,53,77,74,63,61,66,60,54,54,63,59,44,60,51,62,68,86,91,59,66,60,22,32,26,23,21,52,66,52,38,3,3
65,78,56,60,69,28,50,87,71,55,58,62,51,41,51,61,55,32,69,58,43,68,89,83,52,69,50,20,41,24,34,29,58,57,50,40,3,4
65,79,60,59,70,21,52,77,80,58,61,66,57,54,48,54,61,45,62,58,64,70,80,76,57,68,65,24,52,18,16,12,63,56,54,41,2,3
65,79,61,57,69,25,50,81,77,62,60,67,64,40,57,56,59,45,61,47,59,69,78,84,62,66,62,22,35,24,24,31,55,61,51,34,4,4
65,57,64,64,63,37,56,51,61,71,67,66,63,41,54,55,66,54,71,65,57,63,58,63,69,64,66,51,59,25,37,21,61,49,62,49,2,3
65,67,35,52,58,66,62,67,67,34,33,46,29,33,41,44,45,38,62,60,37,55,60,86,65,55,55,66,47,66,71,66,54,77,54,65,3,2
65,69,29,54,59,62,67,69,69,54,26,26,31,30,34,60,54,32,59,47,43,59,57,54,60,61,52,62,57,61,63,62,71,68,71,56,3,2
65,80,59,57,71,22,51,83,77,55,60,62,60,52,52,57,56,60,59,53,64,71,79,82,58,70,54,15,35,18,24,25,62,37,64,33,3,3
65,73,57,58,69,28,55,73,73,58,62,55,50,45,50,60,60,45,64,45,55,71,70,70,62,69,60,23,40,25,30,24,55,65,57,39,2,3
65,52,64,53,59,28,84,52,52,68,65,69,59,64,60,40,55,54,58,53,58,57,45,68,65,63,66,23,68,22,26,25,87,70,91,85,4,3
65,73,65,51,65,25,61,74,72,65,67,66,61,63,64,41,58,48,56,45,51,62,76,77,64,63,67,22,60,20,25,15,72,63,64,50,4,2
65,73,62,60,66,18,61,75,71,62,64,61,59,55,60,63,52,51,64,59,54,66,71,70,63,65,58,16,58,11,13,14,67,67,56,66,3,3
65,63,55,65,62,49,46,59,67,66,57,50,55,42,50,65,66,42,69,70,48,59,63,73,68,64,64,46,45,50,49,52,41,62,39,45,3,3
65,65,54,64,73,47,37,65,65,62,58,57,43,49,54,61,64,56,68,65,54,74,83,89,60,69,65,31,49,47,54,57,43,34,34,49,3,3
65,71,65,48,61,26,69,70,72,67,67,67,60,61,60,41,53,41,54,40,53,57,68,69,58,66,57,19,69,15,27,30,85,73,74,49,3,2
65,66,52,64,72,50,36,68,65,63,52,60,47,45,40,64,64,57,66,64,50,76,70,82,61,66,71,45,38,46,57,58,47,31,35,43,3,3
65,85,26,43,49,63,74,83,87,30,22,38,21,25,36,41,41,29,55,31,27,40,74,60,62,52,45,61,68,63,64,59,86,75,77,64,5,2
65,69,36,59,69,61,46,71,68,49,37,42,23,38,34,59,47,38,66,65,52,70,74,78,60,68,55,64,57,61,61,62,61,63,33,52,3,2
65,48,67,46,55,39,84,33,60,65,66,74,63,59,74,38,52,38,56,34,37,52,43,32,65,62,71,20,78,28,53,28,82,67,93,82,3,2
65,44,66,61,64,37,67,49,40,69,60,73,68,73,76,64,63,53,63,53,56,66,54,34,70,66,68,29,68,34,38,32,69,51,72,74,3,3
65,37,51,58,56,64,73,34,39,50,42,63,58,50,55,61,50,62,59,60,63,55,37,61,63,59,63,64,64,63,64,62,66,63,79,73,2,2
65,69,26,50,58,63,73,70,68,53,22,25,29,28,30,54,35,29,62,52,30,56,65,61,64,56,55,62,53,63,65,65,70,70,75,70,3,2
65,62,36,58,55,61,67,61,62,35,30,45,40,32,40,41,62,37,68,65,42,45,57,62,59,68,50,63,48,63,64,55,63,66,72,58,2,2
65,82,67,49,66,21,54,81,83,63,70,66,64,62,59,47,40,43,60,41,37,67,67,75,57,66,54,15,61,18,16,18,70,71,52,33,4,3
65,67,31,52,64,61,64,69,66,52,30,30,29,24,32,63,47,40,53,46,57,61,72,79,64,64,53,61,46,63,64,63,57,79,57,65,3,2
65,43,53,54,52,64,73,42,44,51,48,67,56,42,36,40,47,50,64,61,45,51,38,65,63,56,50,62,65,63,65,65,68,73,77,63,3,2
65,71,67,51,69,20,60,69,73,62,70,71,61,53,64,45,55,63,56,45,30,70,73,75,58,67,59,17,57,15,17,17,64,68,58,53,3,2
65,49,69,65,65,43,47,48,49,66,67,75,67,64,74,66,68,67,66,57,68,66,60,64,65,66,61,25,66,41,47,45,59,35,55,41,2,3
65,61,34,52,53,64,74,68,56,31,28,46,34,30,49,66,32,43,56,54,46,47,56,64,65,58,55,64,65,64,65,63,78,72,78,65,3,2
65,67,32,51,53,65,70,66,68,29,29,43,23,35,49,44,33,28,67,61,37,44,56,69,60,64,48,66,66,63,65,64,74,75,71,60,2,2
65,75,58,60,64,24,57,73,77,65,57,59,55,59,63,64,65,49,61,57,43,64,71,82,64,62,53,16,62,18,22,23,72,63,64,26,3,3
65,64,35,51,54,64,70,62,65,29,35,44,25,31,46,35,51,32,61,63,37,47,53,56,63,62,54,64,63,62,66,65,75,59,76,65,3,2
65,71,28,46,59,64,70,70,71,28,23,44,23,28,32,33,31,30,65,53,24,58,69,58,63,57,54,63,62,64,64,66,74,72,71,62,3,2
65,79,58,60,67,24,50,81,77,62,60,55,58,52,47,56,64,50,64,54,56,66,79,81,60,64,63,21,30,24,22,26,50,68,46,35,3,3
65,78,64,49,65,24,58,77,78,65,68,58,61,52,68,34,53,45,59,44,41,65,74,73,60,64,59,14,67,20,23,19,76,58,64,39,3,3
65,62,30,53,58,65,70,63,62,41,23,48,21,27,48,45,45,27,65,62,29,59,38,57,49,65,53,60,67,64,68,64,74,70,73,60,3,2
65,69,66,56,62,28,57,60,76,64,69,70,61,54,48,57,54,39,62,53,36,65,58,52,52,65,49,22,66,21,28,26,69,50,68,34,4,3
65,55,42,54,56,65,66,56,55,33,36,59,44,28,39,51,48,34,65,57,26,52,49,65,55,63,54,66,57,62,70,67,62,71,63,66,3,2
